id,target
2293,0
2295,1
2302,0
2305,0
2310,0
2313,0
2316,0
2320,1
2322,0
2323,0
2326,0
2328,0
2331,0
2335,0
2338,0
2343,0
2344,0
2345,1
2353,0
2355,0
2357,0
2360,0
2365,0
2369,0
2371,0
2378,0
2380,0
2381,0
2383,1
2384,0
2392,0
2393,1
2401,0
2403,1
2404,1
2405,0
2407,0
2411,1
2424,0
2426,1
2431,0
2433,0
2434,0
2436,0
2439,0
2444,0
2447,0
2448,0
2449,1
2450,0
2461,0
2469,0
2472,0
2473,1
2474,0
2477,0
2481,0
2484,0
2495,0
2503,0
2509,0
2511,0
2518,0
2522,0
2525,0
2526,0
2529,0
2533,0
2549,0
2551,0
2558,1
2562,1
2563,0
2567,0
2574,1
2577,0
2578,0
2580,1
2581,1
2583,1
2584,0
2586,1
2589,0
2595,1
2596,1
2600,0
2601,1
2607,0
2610,0
2613,0
2615,0
2618,0
2620,1
2623,1
2626,1
2630,0
2634,1
2636,1
2638,0
2639,1
2646,1
2650,1
2652,0
2653,0
2654,0
2662,0
2665,0
2669,0
2674,0
2678,0
2681,0
2685,0
2686,1
2690,0
2697,0
2699,0
2704,1
2705,1
2710,0
2712,1
2713,1
2716,1
2717,0
2718,1
2721,0
2722,1
2735,1
2737,0
2738,0
2742,0
2745,0
2746,1
2747,0
2750,0
2751,1
2754,0
2762,0
2764,0
2772,0
2775,0
2776,0
2779,0
2781,0
2789,0
2790,0
2791,0
2798,0
2800,0
2804,0
2805,0
2806,1
2809,1
2810,0
2812,0
2814,0
2816,0
2818,0
2823,0
2824,0
2834,0
2837,0
2840,0
2845,0
2847,0
2848,0
2850,0
2859,0
2862,0
2868,0
2874,0
2876,1
2892,0
2894,0
2897,0
2901,0
2903,0
2904,1
2906,0
2914,0
2918,0
2919,1
2923,0
2926,0
2928,1
2930,1
2938,0
2940,1
2949,1
2951,0
2958,1
2961,1
2962,1
2964,1
2966,0
2967,0
2968,0
2972,0
2977,0
2978,0
2979,0
2981,0
2985,1
2986,1
2989,1
2994,1
2996,0
2997,0
2999,0
3002,0
3007,0
3008,1
3017,0
3020,0
3024,1
3028,1
3031,1
3032,0
3033,0
3035,1
3040,0
3041,0
3046,0
3050,0
3063,1
3065,1
3067,1
3069,0
3076,0
3078,0
3081,0
3087,0
3088,1
3094,0
3096,0
3098,0
3103,0
3110,0
3113,0
3121,0
3127,0
3128,0
3129,0
3135,0
3143,0
3146,0
3148,0
3149,0
3151,0
3156,0
3160,0
3164,1
3169,0
3178,1
3187,1
3194,0
3202,0
3203,0
3204,0
3206,0
3207,1
3208,1
3209,1
3213,1
3214,1
3215,1
3220,0
3223,0
3224,1
3226,1
3228,0
3230,0
3232,0
3233,1
3234,0
3238,1
3246,0
3247,0
3250,1
3251,1
3254,1
3257,0
3258,1
3261,0
3267,0
3268,0
3269,0
3271,0
3272,0
3273,0
3279,0
3290,1
3291,0
3293,0
3294,0
3298,0
3305,1
3306,0
3307,1
3310,1
3313,1
3314,1
3315,0
3316,1
3321,1
3325,1
3326,1
3327,1
3330,0
3331,0
3332,1
3333,1
3343,1
3344,0
3348,1
3349,1
3350,1
3352,1
3353,0
3354,0
3358,0
3360,0
3366,0
3371,0
3374,0
3375,0
3378,0
3382,0
3384,0
3385,0
3386,0
3392,0
3399,0
3407,0
3409,0
3416,0
3420,1
3422,1
3424,0
3426,0
3427,1
3434,0
3438,0
3441,0
3442,0
3443,0
3444,0
3449,1
3453,0
3454,0
3456,0
3457,0
3458,0
3461,0
3467,0
3479,0
3488,1
3491,0
3496,0
3502,1
3507,0
3511,0
3515,0
3516,0
3538,1
3539,1
3541,0
3545,0
3546,0
3547,0
3551,1
3553,0
3556,0
3558,0
3559,0
3561,0
3562,1
3563,0
3564,0
3571,0
3574,1
3576,0
3577,0
3579,1
3580,0
3586,0
3590,0
3599,0
3600,0
3601,1
3605,0
3606,0
3612,0
3614,1
3615,0
3616,1
3620,1
3622,1
3624,0
3630,0
3644,0
3649,0
3651,1
3654,0
3665,0
3668,0
3671,0
3672,0
3673,1
3677,0
3678,1
3687,0
3688,0
3693,0
3698,0
3699,0
3701,0
3703,1
3706,0
3707,0
3709,0
3711,1
3714,0
3716,1
3720,1
3728,0
3731,0
3732,1
3733,0
3734,0
3740,0
3746,1
3749,0
3751,0
3755,1
3757,0
3762,0
3767,0
3769,1
3779,0
3781,0
3782,0
3783,0
3784,0
3790,0
3791,0
3792,0
3794,1
3799,0
3801,0
3804,0
3808,0
3809,0
3811,0
3813,1
3817,0
3818,0
3823,0
3843,0
3844,0
3846,1
3847,1
3852,1
3854,1
3856,1
3863,1
3865,1
3867,1
3871,1
3872,1
3878,1
3880,1
3881,1
3882,1
3883,1
3884,1
3885,1
3886,1
3890,0
3891,1
3898,0
3902,0
3909,0
3910,0
3912,0
3915,0
3918,0
3920,0
3925,0
3928,1
3929,0
3930,0
3931,0
3934,0
3939,1
3941,0
3942,0
3943,0
3946,0
3963,0
3965,0
3966,0
3971,1
3972,1
3974,0
3976,0
3978,0
3981,0
3985,1
3986,0
3987,1
3988,1
3991,1
3999,0
4001,0
4002,0
4004,1
4007,0
4009,0
4013,0
4015,0
4016,0
4023,1
4031,0
4035,0
4036,0
4037,0
4040,0
4048,0
4053,1
4056,1
4059,0
4066,0
4067,0
4069,0
4070,0
4071,0
4073,1
4074,1
4075,0
4082,1
4090,0
4099,0
4102,0
4106,1
4109,1
4110,0
4115,0
4118,0
4120,0
4125,1
4126,0
4130,1
4134,0
4136,1
4137,1
4144,1
4148,1
4151,1
4155,1
4162,1
4165,1
4169,1
4174,0
4179,1
4185,1
4186,0
4187,0
4188,1
4190,1
4192,0
4193,1
4194,0
4195,0
4196,1
4207,0
4208,0
4215,0
4217,0
4222,0
4223,0
4226,0
4228,0
4229,1
4231,0
4234,0
4236,0
4249,1
4254,0
4258,0
4259,0
4263,1
4267,0
4277,0
4278,1
4280,1
4283,0
4285,0
4286,0
4287,1
4290,0
4291,0
4294,0
4302,0
4308,0
4310,1
4311,0
4315,1
4316,1
4319,1
4331,1
4338,1
4339,1
4340,1
4344,0
4346,1
4347,1
4360,1
4364,0
4367,0
4369,0
4370,0
4371,1
4380,0
4386,1
4389,0
4390,0
4394,1
4399,0
4400,0
4404,0
4409,1
4414,1
4417,0
4418,0
4419,0
4420,0
4422,0
4429,0
4431,1
4433,1
4434,0
4439,0
4443,0
4446,0
4447,1
4453,1
4460,0
4461,0
4462,0
4467,1
4469,0
4473,0
4474,1
4475,1
4477,1
4481,0
4483,1
4484,1
4485,0
4495,0
4497,1
4500,0
4501,1
4502,0
4505,0
4506,0
4510,0
4512,0
4513,0
4532,0
4535,0
4536,0
4540,1
4545,0
4552,0
4554,0
4555,0
4558,0
4559,0
4560,1
4566,0
4570,0
4572,0
4574,1
4581,0
4583,0
4586,0
4591,1
4594,0
4603,0
4605,0
4612,0
4613,0
4615,0
4618,0
4621,0
4623,0
4626,0
4629,0
4633,0
4636,0
4638,0
4640,0
4643,0
4645,0
4647,0
4648,0
4651,0
4652,0
4653,0
4654,0
4660,0
4662,0
4663,0
4665,1
4668,0
4676,0
4683,0
4685,0
4686,0
4701,0
4718,0
4721,0
4727,0
4728,1
4733,1
4741,1
4743,0
4746,0
4751,1
4756,0
4761,1
4763,0
4764,0
4767,0
4772,1
4776,1
4780,0
4781,0
4792,1
4796,0
4801,1
4804,1
4805,0
4806,0
4811,0
4815,0
4816,1
4817,0
4818,0
4822,1
4824,1
4827,0
4837,0
4838,0
4839,0
4841,0
4851,0
4855,0
4861,0
4862,0
4863,0
4865,0
4871,1
4873,1
4880,0
4885,0
4886,0
4902,1
4904,0
4907,0
4916,1
4921,0
4925,0
4927,0
4928,1
4930,0
4932,1
4933,1
4937,0
4939,1
4941,1
4942,0
4947,0
4949,0
4950,1
4956,0
4960,0
4963,1
4965,0
4976,1
4977,1
4987,0
4991,0
4994,1
4999,1
5003,0
5006,0
5009,0
5011,0
5012,1
5014,0
5020,0
5021,0
5023,0
5026,0
5030,0
5031,1
5036,0
5042,0
5045,1
5048,1
5051,1
5053,0
5054,0
5057,0
5058,0
5066,1
5070,0
5077,0
5081,0
5084,1
5086,1
5090,0
5091,0
5093,0
5100,1
5108,0
5111,0
5112,1
5118,0
5121,0
5123,0
5129,0
5133,0
5143,0
5147,0
5151,0
5156,1
5158,0
5161,1
5163,1
5167,1
5173,1
5205,0
5214,0
5215,0
5216,0
5217,0
5225,0
5237,0
5239,0
5240,0
5241,0
5246,0
5250,0
5253,0
5258,0
5261,0
5268,1
5275,0
5277,0
5279,0
5288,0
5289,0
5294,0
5303,0
5307,1
5311,0
5312,0
5314,0
5318,0
5327,0
5329,0
5333,1
5334,0
5340,0
5348,0
5358,0
5360,0
5361,1
5363,0
5364,0
5369,0
5370,1
5374,0
5376,0
5388,1
5390,1
5393,0
5394,0
5395,0
5398,1
5399,1
5401,0
5402,0
5405,0
5414,0
5415,1
5419,0
5421,0
5422,0
5424,0
5427,1
5429,0
5431,0
5433,0
5434,0
5435,1
5436,0
5438,1
5440,0
5441,0
5447,0
5451,0
5453,0
5456,0
5457,0
5463,0
5464,0
5470,0
5472,0
5474,0
5478,1
5483,0
5490,0
5500,0
5504,0
5508,0
5511,0
5512,0
5513,0
5516,0
5523,1
5527,0
5530,0
5533,0
5536,0
5537,0
5542,0
5543,0
5546,0
5549,0
5550,0
5551,0
5562,1
5566,1
5568,0
5571,0
5572,0
5574,1
5583,1
5585,1
5591,1
5596,1
5597,1
5601,1
5606,0
5607,1
5610,1
5615,0
5616,0
5623,0
5630,0
5636,0
5637,0
5639,0
5640,1
5643,0
5648,0
5649,0
5660,0
5666,0
5667,1
5678,1
5679,0
5681,0
5682,0
5691,0
5696,1
5697,0
5700,0
5701,0
5702,0
5708,0
5709,0
5718,0
5723,0
5725,0
5728,0
5731,0
5735,0
5737,0
5738,0
5742,0
5747,0
5749,0
5750,0
5755,0
5756,0
5761,0
5762,0
5767,0
5768,0
5770,0
5773,1
5774,0
5779,0
5782,0
5785,0
5786,1
5787,0
5788,0
5796,0
5802,1
5806,0
5809,0
5810,0
5811,0
5813,0
5820,0
5823,1
5830,0
5831,0
5838,0
5839,1
5844,0
5846,0
5851,1
5852,0
5857,0
5859,0
5860,1
5862,0
5865,0
5866,0
5871,0
5872,0
5877,0
5878,0
5879,0
5880,0
5895,0
5897,0
5910,1
5914,0
5915,1
5917,1
5924,1
5926,0
5931,0
5936,0
5940,0
5941,0
5945,0
5946,1
5948,0
5951,0
5967,0
5968,0
5969,1
5970,0
5971,0
5973,0
5976,0
5977,0
5984,0
5986,0
5993,1
5994,0
6005,1
6006,1
6008,0
6010,1
6011,1
6014,0
6016,1
6018,0
6021,0
6025,0
6028,1
6029,1
6035,1
6040,1
6042,1
6044,1
6046,1
6052,1
6054,1
6062,0
6063,1
6067,1
6068,1
6077,0
6079,1
6080,1
6081,1
6082,1
6089,0
6095,0
6101,0
6107,1
6114,1
6117,0
6121,1
6122,1
6124,0
6129,0
6131,0
6136,1
6139,0
6142,1
6143,0
6144,0
6149,1
6155,0
6157,0
6158,1
6161,0
6168,1
6172,0
6176,0
6177,1
6179,0
6180,0
6182,1
6186,0
6189,0
6190,0
6194,0
6204,1
6205,0
6209,0
6210,0
6212,0
6214,0
6221,1
6225,0
6228,0
6229,0
6231,0
6235,0
6236,1
6237,1
6238,0
6239,1
6242,1
6249,1
6250,1
6251,1
6252,1
6260,1
6264,1
6266,0
6270,1
6275,1
6279,1
6280,1
6284,1
6285,0
6286,1
6287,1
6288,0
6289,1
6290,0
6291,1
6295,0
6298,0
6307,0
6308,1
6309,1
6313,0
6316,0
6319,1
6321,1
6324,1
6327,0
6333,0
6351,1
6352,0
6353,0
6357,0
6359,1
6360,1
6364,0
6367,0
6368,1
6377,0
6378,0
6379,0
6381,0
6390,0
6401,0
6408,0
6409,1
6411,0
6419,0
6424,0
6426,0
6428,1
6431,0
6432,1
6433,0
6435,0
6437,0
6439,0
6442,0
6444,0
6447,0
6456,0
6457,1
6460,0
6468,0
6471,0
6475,0
6476,0
6479,0
6483,1
6487,0
6488,0
6489,0
6496,0
6498,1
6502,1
6503,1
6507,1
6508,1
6509,1
6517,1
6521,1
6522,0
6524,0
6526,1
6531,0
6533,1
6538,1
6539,1
6544,1
6557,1
6558,0
6562,0
6563,1
6564,1
6574,0
6578,1
6581,1
6584,0
6587,0
6589,1
6590,0
6592,0
6595,1
6599,0
6600,0
6606,0
6609,0
6612,1
6615,0
6618,0
6620,1
6623,0
6633,1
6639,0
6640,0
6641,0
6645,0
6650,0
6651,0
6652,0
6657,0
6659,1
6666,1
6671,0
6673,1
6674,1
6677,1
6680,0
6684,1
6685,0
6691,1
6692,0
6696,1
6698,0
6704,0
6705,0
6710,0
6713,0
6715,1
6717,0
6718,0
6720,0
6728,0
6732,0
6733,0
6739,0
6740,0
6741,0
6743,0
6747,0
6750,0
6752,1
6753,0
6755,0
6761,0
6763,0
6768,0
6770,0
6771,0
6777,0
6778,0
6780,1
6782,0
6786,0
6791,0
6797,0
6798,0
6803,1
6805,0
6812,0
6816,0
6818,0
6822,0
6825,0
6826,0
6827,0
6829,0
6831,0
6836,0
6838,0
6840,0
6842,0
6846,0
6851,1
6853,1
6856,1
6859,1
6865,1
6866,1
6868,1
6869,1
6871,0
6873,1
6886,1
6887,1
6888,1
6889,1
6891,1
6894,1
6895,1
6899,1
6901,0
6902,1
6904,0
6906,0
6922,0
6923,1
6924,0
6927,1
6934,0
6938,0
6941,0
6942,0
6944,0
6947,0
6952,0
6957,1
6958,1
6964,1
6968,0
6969,1
6976,0
6982,0
6986,1
6987,0
6989,0
6991,0
6993,0
6995,1
6997,1
7000,0
7003,0
7004,0
7007,0
7011,1
7014,1
7016,0
7017,0
7020,0
7022,1
7028,1
7033,0
7034,0
7035,0
7038,0
7040,1
7041,0
7042,1
7045,0
7049,0
7055,0
7057,0
7062,0
7064,0
7066,0
7067,0
7072,0
7079,0
7082,1
7083,0
7084,0
7085,0
7087,0
7090,0
7094,0
7096,0
7099,0
7100,0
7101,1
7102,0
7103,0
7107,0
7110,0
7113,0
7117,0
7119,0
7123,0
7127,1
7133,0
7139,0
7143,0
7145,1
7151,0
7152,1
7153,0
7156,1
7162,1
7170,1
7172,0
7177,0
7181,1
7182,1
7189,1
7190,0
7200,0
7207,1
7209,0
7212,0
7216,0
7217,0
7219,0
7220,0
7222,0
7225,0
7233,1
7237,0
7238,0
7239,0
7240,0
7243,0
7245,0
7246,0
7249,1
7257,1
7258,0
7259,1
7262,0
7263,1
7269,0
7271,1
7273,1
7276,0
7279,1
7282,1
7284,1
7293,0
7298,0
7303,0
7304,0
7305,1
7308,0
7313,0
7314,0
7321,0
7322,0
7327,0
7333,0
7336,1
7339,0
7341,0
7346,0
7347,0
7349,0
7351,0
7353,1
7363,0
7364,0
7368,1
7370,0
7375,0
7376,0
7379,0
7382,0
7384,1
7385,0
7387,0
7388,0
7389,0
7394,0
7396,0
7398,0
7399,1
7401,0
7404,0
7406,0
7409,0
7411,0
7417,0
7420,0
7422,0
7423,0
7427,0
7429,0
7432,0
7435,0
7436,1
7440,1
7441,0
7445,0
7448,0
7449,0
7450,0
7454,0
7455,0
7460,0
7462,0
7464,0
7466,0
7468,0
7469,0
7471,0
7472,0
7483,0
7484,0
7485,0
7486,0
7487,0
7489,0
7492,0
7495,0
7499,0
7500,0
7506,0
7508,0
7509,1
7511,0
7516,0
7524,0
7538,1
7539,0
7541,0
7546,0
7549,0
7562,0
7564,0
7567,0
7572,0
7574,0
7575,0
7586,0
7592,0
7596,0
7597,0
7599,1
7606,0
7615,0
7618,0
7620,0
7624,0
7625,0
7629,0
7632,1
7636,1
7637,0
7646,0
7655,0
7658,1
7660,0
7664,1
7665,0
7666,1
7667,1
7673,0
7676,0
7682,0
7684,1
7690,1
7697,0
7700,0
7704,1
7705,1
7706,1
7708,1
7709,1
7710,0
7713,0
7716,0
7726,1
7729,0
7730,0
7732,0
7734,0
7740,1
7741,0
7745,1
7757,0
7762,0
7770,1
7776,0
7777,1
7778,1
7779,0
7782,0
7786,0
7791,0
7792,1
7794,0
7795,1
7796,1
7798,1
7805,0
7806,0
7808,1
7811,1
7814,0
7819,0
7820,1
7825,0
7829,0
7834,1
7836,0
7838,1
7841,0
7845,0
7846,0
7853,0
7856,0
7858,0
7859,0
7866,0
7875,0
7879,0
7884,0
7886,0
7890,0
7892,0
7896,0
7899,0
7900,1
7901,0
7904,1
7911,1
7917,0
7919,0
7920,1
7921,0
7922,0
7925,0
7927,0
7928,0
7931,0
7942,0
7946,0
7947,0
7948,0
7951,0
7956,0
7961,0
7964,0
7966,0
7967,0
7974,0
7975,1
7979,0
7985,0
7986,0
7993,0
7995,0
7997,0
7998,0
8004,0
8007,0
8011,0
8014,0
8022,0
8027,1
8033,0
8041,0
8042,0
8046,1
8048,0
8050,0
8051,0
8052,0
8053,0
8054,0
8059,1
8063,0
8072,0
8075,1
8076,0
8077,0
8078,1
8080,1
8082,0
8086,0
8090,1
8092,0
8093,1
8099,1
8104,0
8107,1
8108,0
8114,0
8115,0
8117,0
8123,0
8124,1
8127,0
8132,0
8134,0
8139,0
8145,1
8148,0
8151,0
8152,0
8153,0
8157,0
8160,0
8166,0
8167,0
8173,0
8174,0
8178,0
8179,0
8185,0
8186,0
8192,0
8193,0
8194,0
8197,1
8198,0
8199,1
8200,0
8206,0
8207,0
8220,0
8222,1
8227,0
8228,0
8229,1
8230,0
8233,0
8248,1
8249,1
8255,1
8260,1
8263,1
8265,1
8268,1
8269,1
8272,0
8273,1
8275,1
8277,0
8281,1
8282,1
8290,1
8293,0
8299,0
8302,0
8303,0
8305,0
8306,0
8307,0
8308,0
8313,0
8316,0
8319,0
8322,1
8323,0
8325,0
8326,0
8327,0
8328,0
8331,0
8333,0
8336,0
8338,0
8340,0
8342,0
8343,0
8353,1
8354,0
8357,0
8358,1
8359,0
8373,0
8376,1
8379,0
8380,0
8381,0
8384,0
8395,0
8398,0
8403,1
8407,0
8413,0
8417,0
8420,0
8421,1
8424,0
8426,0
8427,0
8438,0
8439,1
8442,0
8449,0
8456,0
8460,0
8462,0
8465,1
8466,1
8467,0
8469,1
8470,0
8474,0
8479,0
8481,0
8482,0
8485,0
8488,0
8492,0
8493,0
8495,0
8499,0
8501,0
8519,0
8521,0
8525,0
8527,0
8529,0
8532,0
8534,0
8535,0
8537,0
8544,0
8548,0
8549,0
8552,0
8554,0
8563,0
8564,0
8565,0
8566,1
8568,0
8569,0
8573,0
8583,1
8588,0
8590,0
8592,0
8593,1
8594,1
8597,1
8600,0
8601,0
8602,0
8603,1
8604,1
8605,0
8611,0
8614,0
8616,0
8617,0
8619,0
8626,1
8629,1
8630,0
8632,0
8634,0
8641,0
8645,0
8649,0
8652,0
8666,0
8671,0
8672,0
8675,0
8678,0
8679,0
8682,0
8687,0
8701,1
8703,0
8707,0
8713,0
8716,1
8719,0
8725,0
8730,1
8731,0
8748,0
8749,0
8756,1
8764,1
8765,1
8769,0
8771,1
8772,1
8773,1
8779,0
8792,0
8794,0
8796,1
8798,0
8803,0
8807,0
8809,0
8811,0
8813,0
8814,0
8818,0
8819,0
8820,1
8821,0
8822,0
8824,0
8826,0
8827,0
8828,0
8833,0
8834,0
8845,0
8847,1
8849,0
8861,0
8867,0
8868,0
8870,1
8873,0
8874,0
8876,0
8877,1
8879,0
8882,0
8884,0
8889,0
8891,0
8894,0
8895,0
8897,0
8898,1
8901,0
8904,0
8909,0
8910,1
8911,0
8915,0
8917,0
8918,0
8919,0
8922,0
8925,0
8928,0
8929,0
8930,0
8932,0
8937,0
8940,0
8943,0
8950,1
8951,0
8954,1
8958,0
8960,1
8964,1
8975,1
8977,0
8981,0
8982,1
8984,0
8988,1
8990,1
8991,1
8995,0
8997,1
9003,0
9004,0
9010,0
9011,0
9013,0
9014,0
9015,0
9017,1
9019,0
9021,0
9024,0
9032,0
9035,0
9036,0
9037,0
9043,0
9046,0
9048,0
9049,0
9050,0
9056,0
9063,1
9065,0
9066,0
9068,0
9069,0
9070,0
9073,0
9076,0
9091,0
9092,0
9104,0
9105,0
9108,0
9111,0
9115,0
9117,0
9122,0
9125,0
9127,0
9129,0
9133,0
9136,0
9138,0
9140,0
9147,0
9150,0
9152,0
9153,0
9155,0
9158,0
9160,0
9163,0
9165,0
9167,1
9168,0
9170,0
9176,0
9178,0
9184,0
9186,0
9188,1
9189,0
9190,0
9196,1
9198,1
9199,1
9200,1
9201,1
9202,1
9204,1
9205,1
9213,1
9214,0
9224,0
9227,1
9228,1
9229,0
9234,1
9236,1
9241,1
9243,0
9245,1
9256,1
9258,1
9261,1
9274,1
9279,1
9282,0
9284,0
9285,0
9291,0
9295,1
9299,0
9302,1
9304,1
9305,1
9306,1
9310,0
9312,0
9316,1
9318,1
9323,1
9326,0
9327,0
9328,1
9331,1
9335,1
9336,1
9340,1
9349,0
9352,1
9353,0
9354,1
9356,0
9357,0
9358,1
9359,0
9364,0
9366,1
9369,1
9370,1
9379,1
9381,1
9383,0
9389,1
9390,1
9392,1
9394,0
9398,1
9399,0
9400,1
9407,0
9409,0
9412,1
9413,1
9415,1
9419,1
9423,1
9424,1
9426,0
9427,1
9428,0
9429,1
9433,1
9437,1
9440,0
9442,1
9443,1
9444,0
9447,1
9459,0
9461,0
9462,0
9464,1
9473,1
9475,1
9476,1
